total_transactions,sent_received_ratio,transaction_density,value_range_sent,value_range_received,avg_value_ratio,total_ether_moved,balance_ratio,fan_in,fan_out,fan_in_out_ratio,unique_address_ratio,is_hub,active_lifespan_hours,avg_time_between_sent,avg_time_between_received,time_regularity,is_short_lived,contract_interaction_rate,contract_value_ratio,created_contracts_flag,erc20_activity_rate,erc20_sent_received_ratio,erc20_unique_tokens_sent,erc20_unique_tokens_received,erc20_token_diversity,erc20_avg_value_ratio,high_value_low_frequency,rapid_drain_indicator,dormancy_score,anomaly_score,FLAG
3,1.9999999979999998,5.128071009424882e-05,1.0972240000000002,0.0,0.49926181772794376,2.19837566,0.0007388819066806435,1,2,0.49999999975,0.9999999996666666,0,975.0255,29250.77,0.0,29250770000000.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.278955315417905,0.9985233263649788,10.283695363649688,0.1731380209111748,0
456,2.0399999999864002,0.0004624505610179429,1511.25,999.98,0.5134066660083799,32976.61886,-0.023127269170250438,60,55,1.0909090908892562,0.2521929824555873,1,16434.189166666667,2546.9,1378.01,1.8482449329091601,0,0.0,0.0,0,0.8026315789473685,0.9517701846412554,31.0,86.0,117.0,0.511876401485334,11.688662798362225,1.0473496053653693,8.275353450477873,0.1886633060665276,0
7,1.3333333328888888,1.61369036463178e-05,7.16861,7.012577,0.7497519704011524,16.912542000000002,0.0001654890199140088,3,3,0.9999999996666666,0.8571428570204082,1,7229.804999999999,5794.43,136870.19,0.04233522288527515,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.782795906122635,0.9996690766061244,11.868258849420315,0.17354668122012581,0
5,1.49999999925,0.5434782608695653,999.1958589999999,91.60123400000009,0.6666661949018825,4001.9985850000003,3.53550599768552e-07,2,3,0.6666666664444444,0.9999999998,0,0.15333333333333332,2.57,0.74,3.472972968279766,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.113369386836583,0.9999992928530735,1.4609379041156563,0.48355012986345713,0
127,2.968749999907227,0.00016133526656174793,190.0,260.990008,0.34474287140903026,3614.6508390000004,-0.01159175899312592,16,48,0.3333333333263889,0.5039370078700477,1,13119.6775,7006.6,3798.54,1.8445508010967782,0,0.0,0.0,0,0.7716535433070866,0.959858412898269,17.0,30.0,47.0,1.4520934962401577,11.689279688701502,1.0234554072059858,9.287869770085402,0.1812403750528424,0
2,0.9999999989999999,0.15810276679841898,0.0,0.0,0.999282254344514,1.403896,0.00035900095138172557,1,1,0.9999999989999999,0.9999999995,0,0.21083333333333334,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.69345312024178,0.999282254344514,0.0,0.17807688292865573,0
5,1.49999999925,7.604356870642893e-05,59.199009,12.136815000000002,0.6666514568797764,123.60339121999999,1.1400172649636787e-05,2,1,1.9999999979999998,0.59999999988,0,1095.863,20636.39,1921.3,10.74084734293929,0,0.0,0.0,0,0.4,0.0,0.0,2.0,2.0,0.0,12.509501745715946,0.9999771998984454,10.023875636550134,0.1736015720930954,0
72,0.0,0.0003619081062037433,0.0,0.5225069999999999,0.0,14.5962699,0.9999999999314894,2,0,1999999999.9999998,0.027777777777391974,0,3315.7588333333333,0.0,2763.13,0.0,0,0.013888888888888888,0.0,1,0.027777777777777776,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.924481217066624,0.643698431050048,0
6,0.0,6.792729922303623e-05,0.0,30.0,0.0,47.3,0.9999999999788585,2,0,1999999999.9999998,0.33333333327777775,0,1472.1621666666665,0.0,14721.62,0.0,0,0.16666666666666666,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.597140365575116,0.6439312773495826,0
2,0.9999999989999999,0.005827845445538785,0.0,0.0,0.9956618410860646,0.28521646,0.0021737875781300013,1,1,0.9999999989999999,0.9999999995,0,5.719666666666667,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.2354146859987374,0.9956618480675149,0.0,0.1676097095769042,0
89,4.235294117397924,0.00013120442507415038,7.259067,7.229189,0.2539307730988804,83.70659498,-0.036363279556299026,9,38,0.23684210525692523,0.5280898876345158,1,11305.513,5720.44,15674.08,0.3649617712809705,0,0.0,0.0,0,0.8876404494382022,0.7961591567966716,18.0,40.0,58.0,1.7197037776679522,8.432186937957324,1.075470929753574,9.97093683329966,0.19771650105913358,0
33,1.5384615383431952,8.408627282168332e-05,0.190606,0.15771100000000002,0.6333780894809997,1.184860406,0.012953811191025812,7,11,0.6363636363057851,0.5454545454380166,1,6540.9011666666665,8206.21,17563.84,0.4672218603676378,0,0.0,0.0,0,0.6060606060606061,1.0,4.0,4.0,8.0,1.5000000270075875,5.854241121195003,0.974423686685214,10.15700704786874,0.16499936607183824,0
2,0.9999999989999999,0.03587443946188341,0.0,0.0,0.9995240904547616,4.398953043000001,0.00023800140386313247,1,1,0.9999999989999999,0.9999999995,0,0.9291666666666667,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.131894219143104,0.9995241100002161,0.0,0.14509710287263908,0
490,4.697674418550027,0.0005069392482453048,30.0,22.932949999999998,0.26055197081552656,1048.0795318,-0.10071472497761003,37,89,0.41573033707398055,0.25714285714233237,1,16109.754166666668,1812.27,2725.9,0.6648336329283301,0,0.0,0.0,0,0.5163265306122449,0.5750319199971603,46.0,83.0,129.0,0.9247936032767646,7.943584795450643,1.2239883778238037,8.420499454938634,0.24015857839174437,0
233,13.562499999152344,0.0014886425834963973,15.71,15.697,0.10877082628048076,156.90091264,-0.19198621405678531,9,19,0.47368421050138504,0.12017167381922673,1,2608.6405,568.34,2074.28,0.2739938677515697,0,0.0,0.0,0,0.24034334763948498,0.9997623580244221,7.0,10.0,17.0,0.5554235322659632,5.6715288426626405,1.475205293248276,7.879904469008745,0.29999992566226397,0
18,0.9999999998888889,6.87046318029084e-05,5.49979,5.5,0.9997513500973458,54.06938164,0.0001242847577695308,5,2,2.49999999875,0.38888888886728395,1,4366.517833333333,2.15,29107.97,7.386293169877274e-05,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.685474209750845,0.9997514613370436,10.27887551075048,0.17353241140621667,0
24,0.0,0.00012064945602176517,0.0,19.899541,0.0,108.9477528,0.9999999999908212,6,0,6000000000.0,0.24999999998958333,1,3315.39,0.0,8288.48,0.0,0,0.041666666666666664,0.0,1,0.041666666666666664,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.022742519985856,0.6394326707156885,0
28,0.9999999999285715,9.975588310320601e-05,85.308779,85.297136,0.9998699613569875,901.7043033,6.503495634358138e-05,5,1,4.999999995,0.21428571427806123,1,4678.086666666667,17.2,20031.75,0.0008586369138991421,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.684794702353656,0.9998699385436361,9.90598193896602,0.17354716875679013,0
112,0.0,0.0006913376259638759,0.0,26.0,0.0,127.1022195,0.9999999999921323,6,0,6000000000.0,0.05357142857095026,1,2700.0796666666665,0.0,1446.47,0.0,0,0.008928571428571428,0.0,1,0.008928571428571428,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.277572483843776,0.6389806595394704,0
36,0.6363636363347107,0.0001325279804300349,140.900578,79.967963,1.5713733840541075,1279.1637203999999,1.756716020131932e-05,7,1,6.999999992999999,0.2222222222160494,1,4527.345833333334,2116.23,11000.61,0.19237387744859671,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.750451838824977,0.9999648664109297,9.48172841479805,0.1735527379797217,0
34,2.39999999976,0.0008841496157979854,15.880776999999998,13.986408,0.4106750819582556,73.81168923000001,0.0072419227708922325,3,11,0.2727272727024793,0.4117647058702423,1,640.9171666666666,652.09,2280.49,0.28594293331683723,0,0.0,0.0,0,0.6470588235294118,0.7244366847504328,4.0,10.0,14.0,1.046408544585719,7.454509748646942,0.9856202912522372,7.983978799171837,0.16815928888260767,0
4,2.9999999969999998,0.012481278082875686,58.269135000000006,0.0,0.33332842573927407,201.99851180000002,7.367470120107253e-06,1,2,0.49999999975,0.7499999998125,0,5.341333333333334,106.83,0.0,106829999999.99998,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.900389603784447,0.9999852653366338,4.680555912893981,0.16377873636119758,0
147,0.0,0.0006482764885993743,0.0,2.8842060000000003,0.0,173.9559219,0.9999999999942515,3,0,3000000000.0,0.020408163265167294,0,3779.2516666666666,0.0,1542.55,0.0,0,0.006802721088435374,0.0,1,0.013605442176870748,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.341840237327488,0.6423574021431607,0
2,0.9999999989999999,0.003569325219067335,0.0,0.0,0.9992947513669349,1.757628,0.0003527481353547234,1,1,0.9999999989999999,0.9999999995,0,9.338833333333334,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.50989834502975,0.9992947513669349,0.0,0.17060802320951768,0
3,1.9999999979999998,0.009511128019783146,73.502103,0.0,0.4999935944025432,153.45870639999998,6.4135689859665505e-06,1,2,0.49999999975,0.9999999996666666,0,5.257000000000001,157.71,0.0,157710000000.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.302671329108207,0.9999871729051972,5.067078637519467,0.16613186483702502,0
19,1.1111111109876544,5.371493478455632e-05,2.548245,10.464014,0.22894331438419896,31.372916558,0.5944116172600565,5,7,0.7142857141836735,0.63157894733518,1,5895.318833333334,31187.31,4649.56,6.707583083129003,0,0.0,0.0,0,1.368421052631579,0.03429047107484376,2.0,23.0,25.0,0.26289361129577127,9.379682284288624,0.2543812266727046,10.486760434519216,0.37679524861875213,0
3625,1.0005518763791388,0.0038490706862134897,12.219298,12.218044,0.9984229658237436,1883.3843227,0.0005132152361838743,6,2,2.9999999985,0.002206896551723529,1,15696.4295,16.99,502.75,0.033794132272434024,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.911736217961832,0.9989740960679409,6.255250876884208,0.17027987609966563,0
4,0.9999999995,0.012276340422919928,91.00011599999999,75.274926,0.9999898415643568,201.9989738,5.080312937683447e-06,2,2,0.9999999995,0.99999999975,0,5.430499999999999,162.1,0.82,197.68292658819158,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.322287576992185,0.9999898395940595,5.0993785039306445,0.16394257542170698,0
152,0.0,0.0004543690468500223,0.0,1.907903,0.0,102.66381590000002,0.9999999999902595,2,0,1999999999.9999998,0.013157894736755542,0,5575.497166666667,0.0,2200.85,0.0,0,0.006578947368421052,0.0,1,0.019736842105263157,0.0,0.0,3.0,3.0,0.0,0.0,0.0,7.697053195071352,0.6436251977879235,0
4,2.9999999969999998,0.083108248493663,97.287181,0.0,0.33332820791749174,201.998446,7.69312849066278e-06,1,3,0.3333333332222222,0.99999999975,0,0.8021666666666667,16.04,0.0,16039999999.999998,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.006569719816589,0.9999846138514853,2.8355635214011694,0.11891111321326575,0
4,0.9999999995,6.702893572126151e-05,4.123707,4.123655000000001,0.9998633636358752,13.026417764,6.844828840018398e-05,2,2,0.9999999995,0.99999999975,0,994.5953333333333,4.11,29833.75,0.0001377634390581091,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.791008583638355,0.9998631126393814,10.303566849834564,0.17357082300327437,0
158,0.9999999999873417,0.00017511397647820303,2000.0,1499.991563,1.002384343527361,20905.123050000002,-0.0011907547131131957,18,43,0.41860465115305573,0.3860759493646451,1,15037.825,7469.87,3951.26,1.8905032824967503,0,0.0,0.0,0,0.13924050632911392,0.8233767236588261,3.0,13.0,16.0,2.7994808612432234,13.536413654875872,1.0023843482360497,9.343307980704427,0.17432152736700596,0
5,1.49999999925,0.0676132521974307,77.33381,69.95282,0.6666564158283831,201.9984458,7.69391068251628e-06,2,3,0.6666666664444444,0.9999999998,0,1.2325000000000002,24.41,0.37,65.97297279466764,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.212450445052863,0.9999846118712873,3.2495989975110415,0.12011147014627768,0
436,0.9908675799041513,0.0014251928995320726,0.903492,0.9831389999999999,1.005855904262873,153.67428619,0.0016682172102714084,4,2,1.999999999,0.013761467889876694,1,5098.725,5.63,1391.33,0.004046487892876567,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.517593536543644,0.996669122181174,7.242769310081125,0.17143259187986204,0
111,0.0,0.0005579801720991817,0.0,0.709996,0.0,29.57886988,0.999999999966192,4,0,3999999999.9999995,0.036036036035711386,0,3315.5299999999997,0.0,1792.18,0.0,0,0.009009009009009009,0.0,1,0.018018018018018018,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.491745858973492,0.6413147088746469,0
35,0.4583333333142361,4.065970865204446e-05,51.99958,49.995,2.1816816763110722,287.88425159999997,3.132645828956028e-05,7,5,1.3999999997199999,0.342857142847347,1,14346.717,10995.55,30827.17,0.3566837306181412,0,0.0,0.0,0,0.05714285714285714,1.0,1.0,1.0,2.0,1.0,12.681736153138964,0.9999373489974256,10.641218921680805,0.17361636348694315,0
3344,0.0,0.003702168186312234,0.0,0.0,0.0,0.0,0.0,1,0,999999999.9999999,0.00029904306220086753,0,15054.241333333333,0.0,270.11,0.0,0,0.0002990430622009569,0.0,1,2.1710526315789473,0.9998431554707745,2.0,12.0,14.0,1.570575155520568,0.0,0.0,5.602524642581974,0.16962287474187968,0
5,3.9999999959999997,0.08012820512820513,65.759152,0.0,0.2499948019777228,201.99790000000002,1.0396147682671968e-05,1,3,0.3333333332222222,0.79999999984,0,1.04,15.6,0.0,15599999999.999998,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.756101149374995,0.9999792079108912,2.8094026953624978,0.11654898709388857,0
4,0.9999999995,0.012061998673180146,100.578974,52.373610000000006,0.9999898415643568,201.9989738,5.080312937683447e-06,2,2,0.9999999995,0.99999999975,0,5.527,165.78,0.03,5525.999815800006,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.339897294246217,0.9999898395940595,5.116855440165964,0.16411234390772456,0
7,1.3333333328888888,1.196419178927599e-05,7.968767,9.955665,0.7498808839053092,36.11319598,7.947682064777816e-05,2,3,0.6666666664444444,0.7142857141836735,0,9751.320333333333,7114.9,185539.87,0.03834701404070166,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.840648835269771,0.9998410590462031,12.168660300293567,0.1736071120891792,0
5,3.9999999959999997,0.07358351729212656,0.248,0.0,0.24459619832571453,0.501479,0.010925681811350662,1,2,0.49999999975,0.59999999988,0,1.1325,16.99,0.0,16989999999.999998,1,0.0,0.0,0,0.4,1.0,1.0,1.0,2.0,1.0,0.6111667571915932,0.9783847933028581,2.8898160479624417,0.10813145232338131,0
5,1.49999999925,0.06298815822625346,56.477785000000004,2.735523999999998,0.6666566930561058,201.998488,7.485204542682097e-06,2,3,0.6666666664444444,0.9999999998,0,1.323,26.32,0.21,125.33333273650794,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.283171002050937,0.9999850296930693,3.315276319154516,0.12377489508784098,0
371,1.6884057970892146,0.0003803372022477416,14.46,15.107145000000001,0.5919333699109908,553.7476058,0.0002882449753784773,21,77,0.2727272727237308,0.2641509433955144,1,16257.503333333332,3341.55,1426.59,2.342333817002543,0,0.0,0.0,0,0.31536388140161725,0.6837056371009339,11.0,18.0,29.0,0.8256068067170234,8.0470048304978,0.9994236760417424,8.469921274126511,0.17317668826272303,0
292,1.2812499999899905,0.0008384496468777427,257.0,703.018492,0.7927158059630717,6658.054873,-0.007772665393590279,13,79,0.16455696202323344,0.31506849314960594,1,5804.363666666667,1126.46,1277.52,0.8817552758462633,0,0.0,0.0,0,0.3767123287671233,0.6172795429991601,19.0,26.0,45.0,0.6401417483929629,10.10230750225348,1.0156671060507183,7.785296866496967,0.17816757902244035,0
5,1.49999999925,1.8651100209750272e-05,1.478732,1.3794339999999998,0.6661728180269986,3.157698024,0.00037059148491566093,2,3,0.6666666664444444,0.9999999998,0,4468.011666666667,9.1,134026.7,6.789691904672674e-05,0,0.0,0.0,0,0.4,1.0,1.0,1.0,2.0,1.0,10.247300480281021,0.9992590909716076,11.805869668095665,0.1734084689425181,0
12,0.3333333332962963,2.9581455681247984e-05,20.0,13.127889,2.2284480102570003,70.38685217,0.1475680734345934,9,2,4.49999999775,0.9166666665902777,1,6760.992499999999,130140.87,1692.99,76.87043042187085,0,0.0,0.0,0,1.75,0.562938425833037,1.0,15.0,16.0,11.258768509055148,12.73091713706492,0.742816000439412,11.789305357732815,0.08003861276128263,0
3,1.9999999979999998,0.009130474480323827,99.740744,0.0,0.49999492078712876,201.9989738,5.080312937683447e-06,1,2,0.49999999975,0.9999999996666666,0,5.476166666666667,164.28,0.0,164280000000.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.61828147163721,0.9999898395940595,5.107641005371328,0.16643424537595897,0
16,2.99999999925,5.907082333282754e-05,0.999264,0.995,0.5268402549615027,6.3331778,-0.22496229298584317,3,8,0.374999999953125,0.6874999999570313,1,4514.355,16818.12,17260.95,0.9743449810119966,0,0.0,0.0,0,0.5,2.3224314654556655e-05,2.0,3.0,5.0,3.8707647919507624e-05,8.607597603092566,1.5805196076169845,10.436468034931753,0.3230336151306203,0
24,0.9999999999166667,0.00024223918636702082,0.10842100000000002,0.10830000000000001,0.9924843240138549,1.835634679,0.003774875837495073,2,12,0.16666666665277777,0.5833333333090278,1,1651.2605,85.81,8170.5,0.01050241723272621,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.754308636335371,0.9924786394418021,9.018854147614817,0.1709703863543971,0
2,0.9999999989999999,0.44150110375275936,0.0,0.0,0.9952799900472001,0.199528364,0.0023637541459330855,1,1,0.9999999989999999,0.9999999995,0,0.0755,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2032925531515281,0.9952836300471636,0.0,0.40120987237654443,0
4,0.9999999995,0.012331596633474119,100.79901600000001,40.24552,0.9999902574059408,201.9990158,4.872390076244756e-06,2,2,0.9999999995,0.99999999975,0,5.406166666666667,161.88,0.3,539.5999982013333,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.317798153611466,0.9999902554356436,5.094853886000654,0.16389894806545852,0
2,0.9999999989999999,0.49751243781094534,0.0,0.0,0.9991111758828757,3.39848865,0.00044471238694744137,1,1,0.9999999989999999,0.9999999995,0,0.06699999999999999,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.4847728989042948,0.999110970000523,0.0,0.4468479665378682,0
4,2.9999999969999998,0.06711409395973154,63.768091000000005,0.0,0.33332820791749174,201.998446,7.69312849066278e-06,1,3,0.3333333332222222,0.99999999975,0,0.9933333333333334,19.87,0.0,19870000000.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.219845584069276,0.9999846138514853,3.038312721089109,0.1205068268552297,0
7,1.3333333328888888,6.957245638378473e-05,0.250081,0.05099500000000001,0.7477566533904637,1.387366782,0.001498522254875119,2,3,0.6666666664444444,0.7142857141836735,0,1676.9088333333334,25063.87,119.69,209.40655025307538,0,0.0,0.0,0,0.14285714285714285,0.0,0.0,1.0,1.0,0.0,7.819995659840518,0.9970074384708774,10.13398638731044,0.17261901003577257,0
4,2.9999999969999998,0.05989817310572027,52.322789,0.0,0.33332820791749174,201.998446,7.69312849066278e-06,1,3,0.3333333332222222,0.99999999975,0,1.113,22.26,0.0,22260000000.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.3333797086935775,0.9999846138514853,3.1467351470905185,0.12622216677428488,0
32,0.10344827585850179,5.2631578947368425,1357.256007,1035.132454,9.66665982594686,4001.9985850000003,3.53550599768552e-07,29,3,9.666666663444444,0.9999999999687501,1,0.10133333333333333,1.97,0.01,196.99998030000197,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.849917958759922,0.9999992928530735,1.091923300517313,4.221752635446118,0
319,0.9937499999937891,0.0019080268836801017,1.298355,1.2983550000000001,1.0027827136739225,38.22681653,0.0017469413375253162,5,1,4.999999995,0.018808777429408122,1,2786.4736666666668,6.74,1038.23,0.006491817805297004,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.157196703617206,0.9965122100282872,6.952699963525233,0.17099787979819264,0
2,0.9999999989999999,0.022259321090706736,0.0,0.0,0.9993948308152296,10.05695578,0.0003026979601273838,1,1,0.9999999989999999,0.9999999995,0,1.4974999999999998,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.424227237194678,0.999394787077655,0.0,0.1558379315237357,0
14,0.9999999998571428,0.00023620886127419832,3.304528,3.3045,0.9996689848039662,22.53907988,0.00016544442007783308,2,1,1.9999999979999998,0.21428571427040816,0,987.8263333333333,19.06,8448.03,0.002256147291143348,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.826964585639208,0.9996691662493227,9.044060260445796,0.1733724037682493,0
64,0.0,9.336771891356446e-05,0.0,1.003554,0.0,44.40364296,0.9999999999774793,7,0,7000000000.0,0.109374999998291,1,11424.3625,0.0,10710.34,0.0,0,0.015625,0.0,1,0.03125,0.0,0.0,2.0,2.0,0.0,0.0,0.0,9.279058272328703,0.6383400670230122,0
5,0.6666666664444444,0.015081591409525535,100.216549,46.672061,1.4999847474803498,201.9989738,5.080312937683447e-06,3,2,1.49999999925,0.9999999998,0,5.525499999999999,165.75,0.01,16574.998342500166,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.116542106184056,0.9999898395940595,5.116555653012596,0.16172068811613258,0
70,1.1212121211781452,0.0001837357145481939,41.274704,26.978032,0.8775695507798156,678.8611698,0.008094152538744761,17,30,0.5666666666477778,0.6714285714189796,1,6349.7,7690.54,2922.18,2.631781751978786,0,0.0,0.0,0,0.45714285714285713,0.4163282541749326,5.0,14.0,19.0,0.915922159012045,10.81025132819002,0.9839416736409252,9.269902782787378,0.1681480315912553,0
2,0.0,3.304787132877394e-05,0.0,19.999449,0.0,19.99944882,0.9999999999499987,2,0,1999999999.9999998,0.9999999995,0,1008.6378333333333,0.0,30259.13,0.0,0,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.317586283433581,0.6439589034353337,0
2,0.0,3.307787839149554e-05,0.0,44.0,0.0,44.0,0.9999999999772728,2,0,1999999999.9999998,0.9999999995,0,1007.7228333333334,0.0,30231.68,0.0,0,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.31667873749931,0.6439588796864797,0
11,1.19999999976,0.00010891752319571933,0.388249,0.234638,0.8303123519546539,1.69945144,0.0018164684942004175,5,4,1.2499999996875,0.8181818181074381,1,1683.2308333333335,12592.37,5087.93,2.474949537434187,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.169263480120417,0.9963736489892426,9.780262862900244,0.17237667966420006,0
4,2.9999999969999998,0.05878030859662013,79.960003,0.0,0.33332820791749174,201.998446,7.69312849066278e-06,1,3,0.3333333332222222,0.99999999975,0,1.1341666666666665,22.68,0.0,22680000000.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.352185656973583,0.9999846138514853,3.164630810015805,0.1271075666812702,0
20,2.3333333329444446,2.5811449708719723e-05,3.4289769999999997,3.38563,0.428167950645724,10.42583862,0.00047070170356514665,6,10,0.59999999994,0.79999999996,1,12914.165500000001,13976.26,96530.39,0.14478611347162126,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.576334570348143,0.9990590393129273,11.612840028312837,0.1733363083804772,0
10000,0.001602564102563942,0.07145152267839176,939.0,9.99499,613.0134602454368,6263.088954999999,0.008881616599997838,4,12,0.33333333330555553,0.0015999999999998398,1,2332.583833333333,58.59,13.92,4.2090517238355565,0,0.0,0.0,0,0.002,0.0,0.0,19.0,19.0,0.0,7.906875908928578,0.982393144089607,4.297421451385996,0.11117767675159984,0
5,1.49999999925,0.0665070497472732,67.151697,90.25344999999999,0.6666566930561058,201.998488,7.485204542682097e-06,2,3,0.6666666664444444,0.9999999998,0,1.2530000000000001,24.87,0.28,88.82142825420917,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.228914116130623,0.9999850296930693,3.263849190510932,0.12098777178261112,0
699,0.6802884615368262,0.0009070949580612627,800.173073,800.139141,1.4698949500317966,13670.39009,2.3692090559792964e-05,38,3,12.666666662444444,0.05865522174526659,1,12843.197833333334,155.03,1746.92,0.08874476221001033,0,0.0,0.0,0,0.012875536480686695,0.6183826946933797,2.0,5.0,7.0,1.2367653882502898,10.189669549912365,0.9999526169588933,7.551160592647243,0.17293517750394,0
1596,0.9949999999987562,0.001956233755813636,3.3532720000000005,3.353272,1.0035690760426175,461.857481,0.0007238596834577984,4,2,1.999999999,0.003759398496238246,1,13597.557,4.35,1015.49,0.004283646318521813,0,0.0,0.0,0,0.0006265664160401002,0.0,0.0,1.0,1.0,0.0,5.005243177917149,0.9985533278596669,6.9283810967757935,0.17163918798804959,0
2,0.9999999989999999,0.010720986330742428,0.0,0.0,0.9874486782432782,1.5940669600000001,0.006315267956927437,1,1,0.9999999989999999,0.9999999995,0,3.109166666666667,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.315803937566766,0.9874487274884772,0.0,0.16098351088287274,0
7,5.9999999939999995,0.005518241730520607,0.215307,0.0,0.3097307103619564,0.6387854270000001,-0.3003024780959781,1,3,0.3333333332222222,0.5714285713469388,0,21.142,211.42,0.0,211419999999.99997,1,0.0,0.0,0,0.2857142857142857,1.0,1.0,1.0,2.0,1.0,2.6059056879078093,1.8583779889385323,5.358565446893394,0.3687476630348022,0
15,1.1428571426938776,0.00016832509905651536,35.5272,99.98,0.5330655392448738,288.2879125,0.24283987300285145,2,6,0.33333333327777775,0.5333333332977778,1,1485.2211666666667,3159.04,9120.13,0.34638102746338634,0,0.0,0.0,0,1.7333333333333334,1.0789786346380145e-09,4.0,20.0,24.0,5.9343825001136884e-09,11.30281016564218,0.6092177626542483,9.415741045253519,0.14320447024845273,0
129,0.0,0.0005688970237733246,0.0,0.954161,0.0,55.07073462,0.9999999999818416,3,0,3000000000.0,0.023255813953308096,0,3779.2428333333332,0.0,1757.79,0.0,0,0.007751937984496124,0.0,1,0.015503875968992248,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.4723813515957,0.6424202743078891,0
6,0.9999999996666666,9.76996932880962e-05,0.8048500000000001,0.8049999999999999,0.9991623459359381,3.780413621,0.00041963106649709343,2,1,1.9999999979999998,0.49999999991666666,0,1023.5446666666667,2.28,20468.61,0.00011139007485119352,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.77141198798151,0.999161089371147,9.926808004632536,0.17331328869098367,0
6,1.999999999,5.284993261633591e-05,0.193595,0.271158,0.37210328201918086,0.679959591,0.14665090422020255,1,3,0.3333333332222222,0.6666666665555555,0,1892.15,27463.91,1836.68,14.95301848987578,0,0.0,0.0,0,1.1666666666666667,0.3656129661691298,1.0,4.0,5.0,0.9140324119634461,7.225008601222779,0.7442100207429421,10.285397059744405,0.0794110356630129,0
4,0.9999999995,0.01237547181486294,99.000108,7.829821999999993,0.9999902574059408,201.9990158,4.872390076244756e-06,2,2,0.9999999995,0.99999999975,0,5.3870000000000005,160.77,0.84,191.39285691500854,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.314247388887752,0.9999902554356436,5.091354695837631,0.16386419691162513,0
